DISTRICT NAME,SUB-DISTRICT NAME
Nagpur,Kuhi
Nagpur,Bhiwapur
Bhandara,Tumsar
Bhandara,Mohadi
Bhandara,Bhandara
Bhandara,Sakoli
Bhandara,Lakhani
Bhandara,Pauni
Bhandara,Lakhandur
Gondiya,Tirora
Gondiya,Goregaon
Gondiya,Gondiya
Gondiya,Amgaon
Gondiya,Salekasa
Gondiya,Sadak-Arjuni
Gondiya,Arjuni Morgaon
Gondiya,Deori
Gadchiroli,Desaiganj (Vadasa)
Gadchiroli,Armori
Gadchiroli,Kurkheda
Gadchiroli,Korchi
Gadchiroli,Dhanora
Gadchiroli,Gadchiroli
Gadchiroli,Chamorshi
Gadchiroli,Mulchera
Gadchiroli,Etapalli
Gadchiroli,Bhamragad
Gadchiroli,Aheri
Gadchiroli,Sironcha
Chandrapur,Warora
Chandrapur,Chimur
Chandrapur,Nagbhir
Chandrapur,Brahmapuri
Chandrapur,Sawali
Chandrapur,Sindewahi
Chandrapur,Bhadravati
Chandrapur,Chandrapur
Chandrapur,Mul
Chandrapur,Pombhurna
Chandrapur,Ballarpur
Chandrapur,Korpana
Chandrapur,Jiwati
Chandrapur,Rajura
Chandrapur,Gondpipri
Yavatmal,Ner
Yavatmal,Babulgaon
Yavatmal,Kalamb
Yavatmal,Yavatmal
Yavatmal,Darwha
Yavatmal,Digras
Yavatmal,Pusad
Yavatmal,Umarkhed
Yavatmal,Mahagaon
Yavatmal,Arni
Yavatmal,Ghatanji
Yavatmal,Kelapur
Yavatmal,Ralegaon
Yavatmal,Maregaon
Yavatmal,Zari-Jamani
Yavatmal,Wani
Nanded,Mahoor
Nanded,Kinwat
Nanded,Himayatnagar
Nanded,Hadgaon
Nanded,Ardhapur
Nanded,Nanded
Nanded,Mudkhed
Nanded,Bhokar
Nanded,Umri
Nanded,Dharmabad
Nanded,Biloli
Nanded,Naigaon (Khairgaon)
Nanded,Loha
Nanded,Kandhar
Nanded,Mukhed
Nanded,Deglur
Hingoli,Sengaon
Hingoli,Hingoli
Hingoli,Aundha (Nagnath)
Hingoli,Kalamnuri
Hingoli,Basmath
Parbhani,Sailu
Parbhani,Jintur
Parbhani,Parbhani
Parbhani,Manwath
Parbhani,Pathri
Parbhani,Sonpeth
Parbhani,Gangakhed
Parbhani,Palam
Parbhani,Purna
Jalna,Bhokardan
Jalna,Jafferabad
Jalna,Jalna
Jalna,Badnapur
Jalna,Ambad
Jalna,Ghansawangi
Jalna,Partur
Jalna,Mantha
Aurangabad,Kannad
Aurangabad,Soegaon
Aurangabad,Sillod
Aurangabad,Phulambri
Aurangabad,Khuldabad
Aurangabad,Vaijapur
Aurangabad,Gangapur
Aurangabad,Paithan
Nashik,Surgana
Nashik,Kalwan
Nashik,Deola
Nashik,Baglan
Nashik,Malegaon
Nashik,Nandgaon
Nashik,Chandvad
Nashik,Dindori
Nashik,Peint
Nashik,Trimbakeshwar
Nashik,Nashik
Nashik,Igatpuri
Nashik,Sinnar
Nashik,Niphad
Nashik,Yevla
Thane,Talasari
Thane,Dahanu
Thane,Vikramgad
Thane,Jawhar
Thane,Mokhada
Thane,Vada
Thane,Palghar
Thane,Vasai
Thane,Thane
Thane,Bhiwandi
Thane,Shahapur
Thane,Kalyan
Thane,Ambarnath
Thane,Murbad
Raigarh,Uran
Raigarh,Panvel
Raigarh,Karjat
Raigarh,Khalapur
Raigarh,Pen
Raigarh,Alibag
Raigarh,Murud
Raigarh,Roha
Raigarh,Sudhagad
Raigarh,Mangaon
Raigarh,Tala
Raigarh,Shrivardhan
Raigarh,Mhasla
Raigarh,Mahad
Raigarh,Poladpur
Pune,Junnar
Pune,Ambegaon
Pune,Shirur
Pune,Khed
Pune,Mawal
Pune,Mulshi
Pune,Haveli
Pune,Pune City
Pune,Daund
Pune,Purandhar
Pune,Velhe
Pune,Bhor
Pune,Baramati
Pune,Indapur
Ahmadnagar,Akola
Ahmadnagar,Sangamner
Ahmadnagar,Kopargaon
Ahmadnagar,Rahta
Ahmadnagar,Shrirampur
Ahmadnagar,Nevasa
Ahmadnagar,Shevgaon
Ahmadnagar,Pathardi
Ahmadnagar,Nagar
Ahmadnagar,Rahuri
Ahmadnagar,Parner
Ahmadnagar,Shrigonda
Ahmadnagar,Karjat
Ahmadnagar,Jamkhed
Bid,Ashti
Bid,Patoda
Bid,Shirur (Kasar)
Bid,Georai
Bid,Manjlegaon
Bid,Wadwani
Bid,Bid
Bid,Kaij
Bid,Dharur
Bid,Parli
Bid,Ambejogai
Latur,Latur
Latur,Renapur
Latur,Ahmadpur
Latur,Jalkot
Latur,Chakur
Latur,Shirur-Anantpal
Latur,Ausa
Latur,Nilanga
Latur,Deoni
Latur,Udgir
Osmanabad,Paranda
Osmanabad,Bhum
Osmanabad,Washi
Osmanabad,Kalamb
Osmanabad,Osmanabad
Osmanabad,Tuljapur
Osmanabad,Lohara
Osmanabad,Umarga
Solapur,Karmala
Solapur,Madha
Solapur,Barshi
Solapur,Solapur North
Solapur,Mohol
Solapur,Pandharpur
Solapur,Malshiras
Solapur,Sangole
Solapur,Mangalvedhe
Solapur,Solapur South
Solapur,Akkalkot
Satara,Mahabaleshwar
Satara,Wai
Satara,Khandala
Satara,Phaltan
Satara,Man
Satara,Khatav
Satara,Koregaon
Satara,Satara
Satara,Jaoli
Satara,Patan
Satara,Karad
Ratnagiri,Mandangad
Ratnagiri,Dapoli
Ratnagiri,Khed
Ratnagiri,Chiplun
Ratnagiri,Guhagar
Ratnagiri,Ratnagiri
Ratnagiri,Sangameshwar
Ratnagiri,Lanja
Ratnagiri,Rajapur
Sindhudurg,Devgad
Sindhudurg,Vaibhavvadi
Sindhudurg,Kankavli
Sindhudurg,Malwan
Sindhudurg,Vengurla
Sindhudurg,Kudal
Sindhudurg,Sawantwadi
Sindhudurg,Dodamarg
Kolhapur,Shahuwadi
Kolhapur,Panhala
Kolhapur,Hatkanangle
Kolhapur,Shirol
Kolhapur,Karvir
Kolhapur,Bavda
Kolhapur,Radhanagari
Kolhapur,Kagal
Kolhapur,Bhudargad
Kolhapur,Ajra
Kolhapur,Gadhinglaj
Kolhapur,Chandgad
Sangli,Shirala
Sangli,Walwa
Sangli,Palus
Sangli,Kadegaon
Sangli,Khanapur (Vita)
Sangli,Atpadi
Sangli,Tasgaon
Sangli,Miraj
Sangli,Kavathemahankal
Sangli,Jat
Adilabad,Tamsi
Adilabad,Adilabad
Adilabad,Jainad
Adilabad,Bela
Adilabad,Talamadugu
Adilabad,Gudihathnoor
Adilabad,Inderavelly
Adilabad,Narnoor
Adilabad,Kerameri
Adilabad,Wankdi
Adilabad,Sirpur (T)
Adilabad,Kouthala
Adilabad,Bejjur
Adilabad,Kagaznagar
Adilabad,Asifabad
Adilabad,Jainoor
Adilabad,Utnoor
Adilabad,Ichoda
Adilabad,Bazarhathnoor
Adilabad,Boath
Adilabad,Neradigonda
Adilabad,Sirpur
Adilabad,Rebbana
Adilabad,Bhimini
Adilabad,Dahegaon
Adilabad,Vemanpalle
Adilabad,Nennal
Adilabad,Tandur
Adilabad,Tiryani
Adilabad,Jannaram
Adilabad,Kaddam (Peddur)
Adilabad,Sarangapur
Adilabad,Kuntala
Adilabad,Kubeer
Adilabad,Bhainsa
Adilabad,Tanoor
Adilabad,Mudhole
Adilabad,Lokeswaram
Adilabad,Dilawarpur
Adilabad,Nirmal
Adilabad,Laxmanchanda
Adilabad,Mamda
Adilabad,Khanapur
Adilabad,Dandepalle
Adilabad,Kasipet
Adilabad,Bellampalle
Adilabad,Kotapalle
Adilabad,Mandamarri
Adilabad,Luxettipet
Adilabad,Mancherial
Adilabad,Jaipur
Adilabad,Chennur
Nizamabad,Ranjal
Nizamabad,Navipet
Nizamabad,Nandipet
Nizamabad,Armur
Nizamabad,Balkonda
Nizamabad,Mortad
Nizamabad,Kammarpalle
Nizamabad,Bheemgal
Nizamabad,Velpur
Nizamabad,Jakranpalle
Nizamabad,Makloor
Nizamabad,Nizamabad
Nizamabad,Yedpalle
Nizamabad,Bodhan
Nizamabad,Kotgiri
Nizamabad,Madnoor
Nizamabad,Jukkal
Nizamabad,Bichkunda
Nizamabad,Birkoor
Nizamabad,Varni
Nizamabad,Dichpalle
Nizamabad,Dharpalle
Nizamabad,Sirkonda
Nizamabad,Machareddy
Nizamabad,Sadasivanagar
Nizamabad,Gandhari
Nizamabad,Banswada
Nizamabad,Pitlam
Nizamabad,Nizamsagar
Nizamabad,Yellareddy
Nizamabad,Nagareddipet
Nizamabad,Lingampet
Nizamabad,Tadwai
Nizamabad,Kamareddy
Nizamabad,Bhiknoor
Nizamabad,Domakonda
Karimnagar,Ibrahimpatnam
Karimnagar,Mallapur
Karimnagar,Raikal
Karimnagar,Sarangapur
Karimnagar,Dharmapuri
Karimnagar,Velgatoor
Karimnagar,Ramagundam
Karimnagar,Kamanpur
Karimnagar,Manthani
Karimnagar,Kataram
Karimnagar,Mahadevpur
Karimnagar,Mutharam (Mahadevpur)
Karimnagar,Malharrao
Karimnagar,Mutharam (Manthani)
Karimnagar,Srirampur
Karimnagar,Peddapalle
Karimnagar,Julapalle
Karimnagar,Elgaid
Karimnagar,Dharmaram
Karimnagar,Gollapalle
Karimnagar,Mallial
Karimnagar,Jagtial
Karimnagar,Medipalle
Karimnagar,Koratla
Karimnagar,Metpalle
Karimnagar,Kathlapur
Karimnagar,Chandurthi
Karimnagar,Kodimial
Karimnagar,Pegadapalle
Karimnagar,Gangadhara
Karimnagar,Ramadugu
Karimnagar,Choppadandi
Karimnagar,Sultanabad
Karimnagar,Odela
Karimnagar,Manakondur
Karimnagar,Karimnagar
Karimnagar,Boinpalle
Karimnagar,Vemulawada
Karimnagar,Konaraopeta
Karimnagar,Yellareddipet
Karimnagar,Gambhiraopet
Karimnagar,Mustabad
Karimnagar,Sircilla
Karimnagar,Ellanthakunta
Karimnagar,Bejjanki
Karimnagar,Timmapur (Lmd Colony)
Karimnagar,Veenavanka
Karimnagar,Jammikunta
Karimnagar,Shankarapatnam
Karimnagar,Chigurumamidi
Karimnagar,Koheda
Karimnagar,Husnabad
Karimnagar,Saidapur
Karimnagar,Huzurabad
Karimnagar,Kamalapur
Karimnagar,Bheemadevarpalle
Karimnagar,Elkathurthi
Medak,Kangti
Medak,Manoor
Medak,Narayankhed
Medak,Kalher
Medak,Shankarampet (A)
Medak,Papannapet
Medak,Medak
Medak,Ramayampet
Medak,Dubbak
Medak,Siddipet
Medak,Chinnakodur
Medak,Nangnoor
Medak,Kondapak
Medak,Thoguta
Medak,Mirdoddi
Medak,Doultabad
Medak,Chegunta
Medak,Shankarampet (R)
Medak,Kulcharam
Medak,Tekmal
Medak,Alladurg
Medak,Regode
Medak,Raikode
Medak,Nyalkal
Medak,Zahirabad
Medak,Kohir
Medak,Jharasangam
Medak,Munpalle
Medak,Pulkal
Medak,Andole
Medak,Kowdipalle
Medak,Yeldurthy
Medak,Tupran
Medak,Gajwel
Medak,Jagdevpur
Medak,Wargal
Medak,Mulug
Medak,Shivampet
Medak,Narsapur
Medak,Hathnoora
Medak,Sadasivpet
Medak,Kondapur
Medak,Sangareddy
Medak,Jinnaram
Medak,Patancheru
Medak,Ramachandrapuram
Hyderabad,Musheerabad
Rangareddy,Marpalle
Rangareddy,Mominpet
Rangareddy,Nawabpet
Rangareddy,Shankarpalle
Rangareddy,Qutubullapur
Rangareddy,Medchal
Rangareddy,Shamirpet
Rangareddy,Keesara
Rangareddy,Ghatkesar
Rangareddy,Hayathnagar
Rangareddy,Saroornagar
Rangareddy,Rajendranagar
Rangareddy,Moinabad
Rangareddy,Chevella
Rangareddy,Vicarabad
Rangareddy,Dharur
Rangareddy,Bantwaram
Rangareddy,Peddemul
Rangareddy,Tandur
Rangareddy,Basheerabad
Rangareddy,Yelal
Rangareddy,Doma
Rangareddy,Gandeed
Rangareddy,Kulkacharla
Rangareddy,Pargi
Rangareddy,Pudur
Rangareddy,Shabad
Rangareddy,Shamshabad
Rangareddy,Maheswaram
Rangareddy,Kandukur
Rangareddy,Ibrahimpatnam
Rangareddy,Manchal
Rangareddy,Yacharam
Mahbubnagar,Kodangal
Mahbubnagar,Bomraspet
Mahbubnagar,Kosgi
Mahbubnagar,Doulathabad
Mahbubnagar,Damaragidda
Mahbubnagar,Maddur
Mahbubnagar,Hanwada
Mahbubnagar,Nawabpet
Mahbubnagar,Balanagar
Mahbubnagar,Kondurg
Mahbubnagar,Farooqnagar
Mahbubnagar,Kothur
Mahbubnagar,Keshampet
Mahbubnagar,Talakondapalle
Mahbubnagar,Amangal
Mahbubnagar,Madgul
Mahbubnagar,Veldanda
Mahbubnagar,Midjil
Mahbubnagar,Jadcherla
Mahbubnagar,Mahbubnagar
Mahbubnagar,Koilkonda
Mahbubnagar,Narayanpet
Mahbubnagar,Utkoor
Mahbubnagar,Dhanwada
Mahbubnagar,Devarkadra
Mahbubnagar,Bhoothpur
Mahbubnagar,Thimmajipet
Mahbubnagar,Kalwakurthy
Mahbubnagar,Vangoor
Mahbubnagar,Amrabad
Mahbubnagar,Achampet
Mahbubnagar,Uppununthala
Mahbubnagar,Telkapalle
Mahbubnagar,Tadoor
Mahbubnagar,Nagarkurnool
Mahbubnagar,Bijinapalle
Mahbubnagar,Ghanpur
Mahbubnagar,Addakal
Mahbubnagar,Chinnachintakunta
Mahbubnagar,Narva
Mahbubnagar,Makthal
Mahbubnagar,Maganoor
Mahbubnagar,Dharur
Mahbubnagar,Atmakur
Mahbubnagar,Kothakota
Mahbubnagar,Peddamandadi
Mahbubnagar,Wanaparthy
Mahbubnagar,Gopalpeta
Mahbubnagar,Balmoor
Mahbubnagar,Lingal
Mahbubnagar,Peddakothapalle
Mahbubnagar,Kodair
Mahbubnagar,Pangal
Mahbubnagar,Pebbair
Mahbubnagar,Gadwal
Mahbubnagar,Maldakal
Mahbubnagar,Ghattu
Mahbubnagar,Ieej
Mahbubnagar,Itikyal
Mahbubnagar,Veepangandla
Mahbubnagar,Kollapur
Mahbubnagar,Waddepalle
Mahbubnagar,Manopad
Mahbubnagar,Alampur
Nalgonda,Bommalaramaram
Nalgonda,M.Turkapalle
Nalgonda,Rajapet
Nalgonda,Yadagirigutta
Nalgonda,Alair
Nalgonda,Gundala
Nalgonda,Thirumalgiri
Nalgonda,Thungathurthi
Nalgonda,Nuthankal
Nalgonda,Atmakur (S)
Nalgonda,Jaji Reddi Gudem
Nalgonda,Sali Gouraram
Nalgonda,Mothkur
Nalgonda,Atmakur (M)
Nalgonda,Valigonda
Nalgonda,Bhongir
Nalgonda,Bibinagar
Nalgonda,Pochampalle
Nalgonda,Choutuppal
Nalgonda,Ramannapeta
Nalgonda,Chityala
Nalgonda,Narketpalle
Nalgonda,Kattangoor
Nalgonda,Nakrekal
Nalgonda,Kethe Palle
Nalgonda,Suryapet
Nalgonda,Chivvemla
Nalgonda,Mothey
Nalgonda,Nadigudem
Nalgonda,Munagala
Nalgonda,Penpahad
Nalgonda,Vemulapalle
Nalgonda,Thipparthi
Nalgonda,Nalgonda
Nalgonda,Munugode
Nalgonda,Narayanapur
Nalgonda,Marriguda
Nalgonda,Chintha Palle
Nalgonda,Gundla Palle
Nalgonda,Chandam Pet
Nalgonda,Devarakonda
Nalgonda,Nampalle
Nalgonda,Chandur
Nalgonda,Kangal
Nalgonda,Gurrampode
Nalgonda,Pedda Adiserla Palle
Nalgonda,Peddavoora
Nalgonda,Anumula
Nalgonda,Nidamanur
Nalgonda,Thripuraram
Nalgonda,Dameracherla
Nalgonda,Miryalaguda
Nalgonda,Neredcherla
Nalgonda,Garide Palle
Nalgonda,Chilkur
Nalgonda,Kodad
Nalgonda,Huzurnagar
Nalgonda,Mattam Palle
Nalgonda,Mella Cheruvu
Warangal,Cherial
Warangal,Maddur
Warangal,Bachannapet
Warangal,Narmetta
Warangal,Ghanpur (Station)
Warangal,Dharmasagar
Warangal,Hasanparthy
Warangal,Parkal
Warangal,Mogullapalle
Warangal,Chityal
Warangal,Bhupalpalle
Warangal,Ghanpur (Mulug)
Warangal,Venkatapur
Warangal,Eturnagaram
Warangal,Mangapet
Warangal,Tadvai
Warangal,Govindaraopet
Warangal,Mulug
Warangal,Regonda
Warangal,Shayampet
Warangal,Nallabelly
Warangal,Duggondi
Warangal,Atmakur
Warangal,Hanamkonda
Warangal,Zaffergadh
Warangal,Palakurthi
Warangal,Raghunathpalle
Warangal,Jangaon
Warangal,Lingalaghanpur
Warangal,Devaruppula
Warangal,Kodakandla
Warangal,Raiparthy
Warangal,Wardhannapet
Warangal,Sangam
Warangal,Geesugonda
Warangal,Narsampet
Warangal,Khanapur
Warangal,Kothagudem
Warangal,Gudur
Warangal,Chennaraopet
Warangal,Nekkonda
Warangal,Parvathagiri
Warangal,Thorrur
Warangal,Nellikudur
Warangal,Kesamudram
Warangal,Mahabubabad
Warangal,Narsimhulapet
Warangal,Maripeda
Warangal,Kuravi
Warangal,Dornakal
Khammam,Wazeed
Khammam,Venkatapuram
Khammam,Pinapaka
Khammam,Cherla
Khammam,Manuguru
Khammam,Aswapuram
Khammam,Dummugudem
Khammam,Bhadrachalam
Khammam,Kunavaram
Khammam,Chintur
Khammam,Vararamachandrapuram
Khammam,Velairpadu
Khammam,Kukunoor
Khammam,Burgampahad
Khammam,Palwancha
Khammam,Kothagudem
Khammam,Tekulapalle
Khammam,Yellandu
Khammam,Gundala
Khammam,Bayyaram
Khammam,Garla
Khammam,Singareni
Khammam,Kamepalle
Khammam,Julurpad
Khammam,Chandrugonda
Khammam,Mulkalapalle
Khammam,Aswaraopeta
Khammam,Dammapeta
Khammam,Sathupalle
Khammam,Penuballi
Khammam,Enkuru
Khammam,Thirumalayapalem
Khammam,Kusumanchi
Khammam,Khammam (Rural)
Khammam,Khammam (Urban)
Khammam,Mudigonda
Khammam,Nelakondapalle
Khammam,Chinthakani
Khammam,Konijerla
Khammam,Tallada
Khammam,Kallur
Khammam,Wyra
Khammam,Bonakal
Khammam,Madhira
Khammam,Yerrupalem
Khammam,Vemsoor
Srikakulam,Veeraghattam
Srikakulam,Seethampeta
Srikakulam,Bhamini
Srikakulam,Kothuru
Srikakulam,Pathapatnam
Srikakulam,Meliaputti
Srikakulam,Palasa
Srikakulam,Mandasa
Srikakulam,Kanchili
Srikakulam,Ichchapuram
Srikakulam,Kaviti
Srikakulam,Sompeta
Srikakulam,Vajrapukothuru
Srikakulam,Nandigam
Srikakulam,Hiramandalam
Srikakulam,Palakonda
Srikakulam,Vangara
Srikakulam,Regidi Amadalavalasa
Srikakulam,Lakshminarsupeta
Srikakulam,Saravakota
Srikakulam,Tekkali
Srikakulam,Santhabommali
Srikakulam,Kotabommali
Srikakulam,Jalumuru
Srikakulam,Sarubujjili
Srikakulam,Burja
Srikakulam,Santhakaviti
Srikakulam,Rajam
Srikakulam,Ganguvarisigadam
Srikakulam,Amadalavalasa
Srikakulam,Narasannapeta
Srikakulam,Polaki
Srikakulam,Gara
Srikakulam,Srikakulam
Srikakulam,Ponduru
Srikakulam,Laveru
Srikakulam,Ranastalam
Srikakulam,Etcherla
Vizianagaram,Komarada
Vizianagaram,Gummalakshmipuram
Vizianagaram,Kurupam
Vizianagaram,Jiyyammavalasa
Vizianagaram,Garugubilli
Vizianagaram,Parvathipuram
Vizianagaram,Makkuva
Vizianagaram,Seethanagaram
Vizianagaram,Balijipeta
Vizianagaram,Bobbili
Vizianagaram,Salur
Vizianagaram,Pachipenta
Vizianagaram,Ramabhadrapuram
Vizianagaram,Badangi
Vizianagaram,Therlam
Vizianagaram,Merakamudidam
Vizianagaram,Dattirajeru
Vizianagaram,Mentada
Vizianagaram,Gajapathinagaram
Vizianagaram,Garividi
Vizianagaram,Cheepurupalle
Vizianagaram,Gurla
Vizianagaram,Bondapalle
Vizianagaram,Gantyada
Vizianagaram,Srungavarapukota
Vizianagaram,Vepada
Vizianagaram,Lakkavarapukota
Vizianagaram,Kothavalasa
Vizianagaram,Jami
Vizianagaram,Vizianagaram
Vizianagaram,Nellimarla
Vizianagaram,Pusapatirega
Vizianagaram,Denkada
Vizianagaram,Bhogapuram
Visakhapatnam,Munchingi Puttu
Visakhapatnam,Peda Bayalu
Visakhapatnam,Dumbriguda
Visakhapatnam,Araku Valley
Visakhapatnam,Ananthagiri
Visakhapatnam,Hukumpeta
Visakhapatnam,Paderu
Visakhapatnam,G.Madugula
Visakhapatnam,Chintapalle
Visakhapatnam,Gudem Kotha Veedhi
Visakhapatnam,Koyyuru
Visakhapatnam,Nathavaram
Visakhapatnam,Golugonda
Visakhapatnam,Narsipatnam
Visakhapatnam,Rolugunta
Visakhapatnam,Ravikamatham
Visakhapatnam,Madugula
Visakhapatnam,Cheedikada
Visakhapatnam,Devarapalle
Visakhapatnam,K.Kotapadu
Visakhapatnam,Sabbavaram
Visakhapatnam,Pendurthi
Visakhapatnam,Anandapuram
Visakhapatnam,Padmanabham
Visakhapatnam,Bheemunipatnam
Visakhapatnam,Paravada
Visakhapatnam,Anakapalle
Visakhapatnam,Chodavaram
Visakhapatnam,Butchayyapeta
Visakhapatnam,Kotauratla
Visakhapatnam,Makavarapalem
Visakhapatnam,Kasimkota
Visakhapatnam,Munagapaka
Visakhapatnam,Atchutapuram
Visakhapatnam,Yelamanchili
Visakhapatnam,Nakkapalle
Visakhapatnam,Payakaraopeta
Visakhapatnam,S.Rayavaram
Visakhapatnam,Rambilli
East Godavari,Maredumilli
East Godavari,Devipatnam
East Godavari,Y. Ramavaram
East Godavari,Addateegala
East Godavari,Rajavommangi
East Godavari,Kotananduru
East Godavari,Tuni
East Godavari,Rowthulapudi
East Godavari,Sankhavaram
East Godavari,Yeleswaram
East Godavari,Gangavaram
East Godavari,Rampachodavaram
East Godavari,Seethanagaram
East Godavari,Gokavaram
East Godavari,Jaggampeta
East Godavari,Kirlampudi
East Godavari,Prathipadu
East Godavari,Thondangi
East Godavari,Gollaprolu
East Godavari,Peddapuram
East Godavari,Gandepalle
East Godavari,Korukonda
East Godavari,Rajahmundry Rural
East Godavari,Rajanagaram
East Godavari,Rangampeta
East Godavari,Samalkota
East Godavari,Pithapuram
East Godavari,Kothapalle
East Godavari,Kakinada (Rural)
East Godavari,Pedapudi
East Godavari,Biccavolu
East Godavari,Anaparthy
East Godavari,Kadiam
East Godavari,Atreyapuram
East Godavari,Mandapeta
East Godavari,Rayavaram
East Godavari,Karapa
East Godavari,Kajuluru
East Godavari,Ramachandrapuram
East Godavari,Alamuru
East Godavari,Ravulapalem
East Godavari,Kothapeta
East Godavari,Kapileswarapuram
East Godavari,Pamarru
East Godavari,Thallarevu
East Godavari,I. Polavaram
East Godavari,Mummidivaram
East Godavari,Ainavilli
East Godavari,P.Gannavaram
East Godavari,Ambajipeta
East Godavari,Mamidikuduru
East Godavari,Razole
East Godavari,Malikipuram
East Godavari,Sakhinetipalle
East Godavari,Allavaram
East Godavari,Amalapuram
East Godavari,Uppalaguptam
East Godavari,Katrenikona
West Godavari,Chintalapudi
West Godavari,Lingapalem
West Godavari,T.Narasapuram
West Godavari,Jeelugu Milli
West Godavari,Buttayagudem
West Godavari,Polavaram
West Godavari,Tallapudi
West Godavari,Gopalapuram
West Godavari,Koyyalagudem
West Godavari,Jangareddigudem
West Godavari,Kamavarapukota
West Godavari,Dwarakatirumala
West Godavari,Nallajerla
West Godavari,Devarapalle
West Godavari,Kovvur
West Godavari,Chagallu
West Godavari,Nidadavole
West Godavari,Tadepalligudem
West Godavari,Unguturu
West Godavari,Bhimadole
West Godavari,Pedavegi
West Godavari,Pedapadu
West Godavari,Eluru
West Godavari,Denduluru
West Godavari,Nidamarru
West Godavari,Pentapadu
West Godavari,Undrajavaram
West Godavari,Peravali
West Godavari,Tanuku
West Godavari,Attili
West Godavari,Ganapavaram
West Godavari,Akividu
West Godavari,Undi
West Godavari,Palacoderu
West Godavari,Penumantra
West Godavari,Iragavaram
West Godavari,Penugonda
West Godavari,Achanta
West Godavari,Poduru
West Godavari,Veeravasaram
West Godavari,Bhimavaram
West Godavari,Kalla
West Godavari,Mogalthur
West Godavari,Narasapuram
West Godavari,Palacole
West Godavari,Yelamanchili
Krishna,Vatsavai
Krishna,Jaggayyapeta
Krishna,Penuganchiprolu
Krishna,Nandigama
Krishna,Veerullapadu
Krishna,Mylavaram
Krishna,Gampalagudem
Krishna,Tiruvuru
Krishna,A.Konduru
Krishna,Reddigudem
Krishna,Vissannapet
Krishna,Chatrai
Krishna,Musunuru
Krishna,Nuzvid
Krishna,Bapulapadu
Krishna,Agiripalle
Krishna,G.Konduru
Krishna,Kanchikacherla
Krishna,Chandarlapadu
Krishna,Ibrahimpatnam
Krishna,Vijayawada (Rural)
Krishna,Gannavaram
Krishna,Unguturu
Krishna,Nandivada
Krishna,Mandavalli
Krishna,Kaikalur
Krishna,Kalidindi
Krishna,Kruthivennu
Krishna,Bantumilli
Krishna,Mudinepalle
Krishna,Gudivada
Krishna,Pedaparupudi
Krishna,Kankipadu
Krishna,Penamaluru
Krishna,Thotlavalluru
Krishna,Pamidimukkala
Krishna,Vuyyuru
Krishna,Pamarru
Krishna,Gudlavalleru
Krishna,Pedana
Krishna,Guduru
Krishna,Movva
Krishna,Ghantasala
Krishna,Machilipatnam
Krishna,Challapalle
Krishna,Mopidevi
Krishna,Avanigadda
Krishna,Nagayalanka
Krishna,Koduru
Guntur,Macherla
Guntur,Veldurthi
Guntur,Durgi
Guntur,Rentachintala
Guntur,Gurazala
Guntur,Dachepalle
Guntur,Karempudi
Guntur,Piduguralla
Guntur,Machavaram
Guntur,Bellamkonda
Guntur,Atchampet
Guntur,Krosuru
Guntur,Amaravathi
Guntur,Thullur
Guntur,Tadepalle
Guntur,Mangalagiri
Guntur,Tadikonda
Guntur,Pedakurapadu
Guntur,Sattenapalle
Guntur,Rajupalem
Guntur,Nekarikallu
Guntur,Bollapalle
Guntur,Vinukonda
Guntur,Nuzendla
Guntur,Savalyapuram H/O Kanamarlapudi
Guntur,Ipur
Guntur,Rompicherla
Guntur,Narasaraopet
Guntur,Muppalla
Guntur,Nadendla
Guntur,"Chilakaluripet
 H/O.Purushotha Patnam"
Guntur,Edlapadu
Guntur,Phirangipuram
Guntur,Medikonduru
Guntur,Guntur
Guntur,Pedakakani
Guntur,Duggirala
Guntur,Kollipara
Guntur,Tenali
Guntur,Chebrolu
Guntur,Vatticherukuru
Guntur,Prathipadu
Guntur,Pedanandipadu
Guntur,Kakumanu
Guntur,Ponnur
Guntur,Tsundur
Guntur,Amruthalur
Guntur,Vemuru
Guntur,Kollur
Guntur,Bhattiprolu
Guntur,Cherukupalle H/O Arumbaka
Guntur,Pittalavanipalem
Guntur,Karlapalem
Guntur,Bapatla
Guntur,Nizampatnam
Guntur,Nagaram
Guntur,Repalle
Prakasam,Yerragondapalem
Prakasam,Pullalacheruvu
Prakasam,Tripuranthakam
Prakasam,Dornala
Prakasam,Peda  Araveedu
Prakasam,Donakonda
Prakasam,Kurichedu
Prakasam,Santhamaguluru
Prakasam,Ballikurava
Prakasam,Martur
Prakasam,Yeddana Pudi
Prakasam,Parchur
Prakasam,Karamchedu
Prakasam,Inkollu
Prakasam,Janakavarampanguluru
Prakasam,Addanki
Prakasam,Mundlamuru
Prakasam,Darsi
Prakasam,Markapur
Prakasam,Ardhaveedu
Prakasam,Cumbum
Prakasam,Tarlupadu
Prakasam,Konakanamitla
Prakasam,Podili
Prakasam,Thallur
Prakasam,Korisapadu
Prakasam,Chirala
Prakasam,Vetapalem
Prakasam,Chinaganjam
Prakasam,Naguluppala Padu
Prakasam,Maddipadu
Prakasam,Chimakurthi
Prakasam,Marripudi
Prakasam,Hanumanthuni Padu
Prakasam,Bestawaripeta
Prakasam,Racherla
Prakasam,Giddalur
Prakasam,Komarolu
Prakasam,Veligandla
Prakasam,Kanigiri
Prakasam,Kondapi
